key,status,detail
"25.158963,28.309939",ok,ok   oid=603214400008401 n=536 ra=25.1590 dec=28.3099
"347.934032,31.463541",skip,skip ra=347.9340 dec=31.4635 (n=111)
"248.505209,39.197264",ok,ok   oid=723208300026455 n=1815 ra=248.5052 dec=39.1973
"208.058099,4.593470",skip,skip ra=208.0581 dec=4.5935 (n=26)
"132.876533,27.916624",ok,ok   oid=618212200000222 n=568 ra=132.8765 dec=27.9166
"358.656610,18.089883",ok,ok   oid=550208100007872 n=711 ra=358.6566 dec=18.0899
"223.806965,44.169003",ok,ok   oid=759203400004584 n=1109 ra=223.8070 dec=44.1690
"346.613468,-1.968386",ok,ok   oid=445211300002704 n=425 ra=346.6135 dec=-1.9684
"334.148952,5.508651",skip,skip ra=334.1490 dec=5.5087 (n=68)
"189.066228,26.750312",ok,ok   oid=625210300003895 n=673 ra=189.0662 dec=26.7503
"119.401047,38.471965",ok,ok   oid=708204200000081 n=623 ra=119.4010 dec=38.4720
"137.233335,34.121038",ok,ok   oid=665209400000931 n=903 ra=137.2333 dec=34.1210
"237.645079,6.313426",ok,ok   oid=481212100009449 n=779 ra=237.6451 dec=6.3134
"137.049746,44.959230",ok,ok   oid=750203200005699 n=1067 ra=137.0497 dec=44.9592
"145.158963,2.680078",skip,skip ra=145.1590 dec=2.6801 (n=73)
"358.289781,33.778786",ok,ok   oid=1734201300015895 n=124 ra=358.2898 dec=33.7788
"221.583583,37.502022",ok,ok   oid=719201300001258 n=902 ra=221.5836 dec=37.5020
"181.933760,25.938583",ok,ok   oid=624206200018259 n=933 ra=181.9338 dec=25.9386
"15.524552,0.199166",ok,ok   oid=398215400000048 n=427 ra=15.5246 dec=0.1992
"150.273301,21.793726",ok,ok   oid=571215300000158 n=400 ra=150.2733 dec=21.7937
"202.006609,41.978667",ok,ok   oid=717210200012093 n=708 ra=202.0066 dec=41.9787
"178.903001,35.969133",ok,ok   oid=671215300002251 n=1011 ra=178.9030 dec=35.9691
"137.544618,19.564304",ok,ok   oid=569211400008779 n=790 ra=137.5446 dec=19.5643
"113.778697,26.506234",ok,ok   oid=615210300007796 n=420 ra=113.7787 dec=26.5062
"190.477143,29.213120",ok,ok   oid=625214100004968 n=926 ra=190.4771 dec=29.2131
"254.567788,33.585618",ok,ok   oid=680209400007728 n=1602 ra=254.5678 dec=33.5856
"178.792084,31.219817",ok,ok   oid=671203200014565 n=748 ra=178.7921 dec=31.2198
"2.038507,-5.721726",ok,ok   oid=396202300009029 n=281 ra=2.0385 dec=-5.7217
"136.846221,57.440678",ok,ok   oid=785214300002944 n=616 ra=136.8462 dec=57.4407
"143.894961,37.607545",ok,ok   oid=710201300000284 n=871 ra=143.8950 dec=37.6075
"202.593165,14.808813",ok,ok   oid=527214100005806 n=397 ra=202.5932 dec=14.8088
"354.796398,32.228104",ok,ok   oid=693206400013087 n=755 ra=354.7964 dec=32.2281
"255.023140,32.838846",ok,ok   oid=681208200005006 n=1729 ra=255.0231 dec=32.8388
"229.628880,48.537353",ok,ok   oid=760212300000976 n=1251 ra=229.6289 dec=48.5374
"249.166183,27.818483",ok,ok   oid=633210200008822 n=1374 ra=249.1662 dec=27.8185
"175.093231,39.738200",skip,skip ra=175.0932 dec=39.7382 (n=28)
"175.578641,40.313252",ok,ok   oid=714206200001324 n=760 ra=175.5786 dec=40.3133
"165.137261,53.138761",ok,ok   oid=788208400005820 n=699 ra=165.1373 dec=53.1388
"213.030264,3.195331",ok,ok   oid=477206300013167 n=419 ra=213.0303 dec=3.1953
"144.878035,40.583501",ok,ok   oid=711212300016477 n=735 ra=144.8780 dec=40.5835
"352.756483,23.011271",ok,ok   oid=647203400003087 n=1243 ra=352.7565 dec=23.0113
"164.901546,44.260880",ok,ok   oid=713215200000155 n=786 ra=164.9015 dec=44.2609
"172.951854,38.636570",skip,skip ra=172.9519 dec=38.6366 (n=29)
"14.410026,32.592496",ok,ok   oid=650207200008869 n=827 ra=14.4100 dec=32.5925
"341.129240,2.569161",skip,skip ra=341.1292 dec=2.5692 (n=49)
"156.611707,59.587351",ok,ok   oid=817202100004329 n=830 ra=156.6117 dec=59.5874
"249.633619,40.531503",skip,skip ra=249.6336 dec=40.5315 (n=57)
"231.819342,56.683747",ok,ok   oid=794212100000487 n=1342 ra=231.8193 dec=56.6837
"161.201731,42.110119",ok,ok   oid=712209200001552 n=904 ra=161.2017 dec=42.1101
"9.147235,18.734133",ok,ok   oid=551206200001075 n=642 ra=9.1472 dec=18.7341
"201.820977,42.804109",ok,ok   oid=717214300005069 n=743 ra=201.8210 dec=42.8041
"343.790896,20.389721",ok,ok   oid=598212200004069 n=696 ra=343.7909 dec=20.3897
"215.000699,15.721744",ok,ok   oid=580203300003055 n=750 ra=215.0007 dec=15.7217
"30.524955,-4.727037",ok,ok   oid=400202200000673 n=356 ra=30.5250 dec=-4.7270
"19.291466,-4.539646",skip,skip ra=19.2915 dec=-4.5396 (n=55)
"181.417905,38.776919",ok,ok   oid=715207300007986 n=722 ra=181.4179 dec=38.7769
"134.880399,56.698232",ok,ok   oid=785211200000483 n=1189 ra=134.8804 dec=56.6982
"205.162956,20.467194",ok,ok   oid=578209100010233 n=600 ra=205.1630 dec=20.4672
"153.889896,41.646865",ok,ok   oid=712212200013040 n=879 ra=153.8899 dec=41.6469
"27.141771,27.055396",skip,skip ra=27.1418 dec=27.0554 (n=72)
"137.554740,57.845475",ok,ok   oid=785214200006169 n=1128 ra=137.5547 dec=57.8455
"2.528435,2.658308",skip,skip ra=2.5284 dec=2.6583 (n=76)
"241.487838,35.538389",ok,ok   oid=679215300006624 n=1421 ra=241.4878 dec=35.5384
"26.269656,16.623034",ok,ok   oid=553201100011001 n=734 ra=26.2697 dec=16.6230
"232.761394,32.522825",ok,ok   oid=678208100007349 n=1311 ra=232.7614 dec=32.5228
"239.962940,27.130592",ok,ok   oid=632211100014734 n=982 ra=239.9629 dec=27.1306
"24.567365,14.075472",skip,skip ra=24.5674 dec=14.0755 (n=91)
"194.117269,0.533211",skip,skip ra=194.1173 dec=0.5332 (n=22)
"10.562408,-1.442551",skip,skip ra=10.5624 dec=-1.4426 (n=0)
"327.261919,-7.685125",ok,ok   oid=391216400015385 n=458 ra=327.2619 dec=-7.6851
"162.478525,55.001490",skip,skip ra=162.4785 dec=55.0015 (n=53)
"10.249052,32.711488",ok,ok   oid=649206100005720 n=943 ra=10.2491 dec=32.7115
"340.075989,25.825068",ok,ok   oid=645206100002991 n=1294 ra=340.0760 dec=25.8251
"248.348495,35.735651",ok,ok   oid=680216400003962 n=1712 ra=248.3485 dec=35.7357
"39.306506,3.193093",ok,ok   oid=452207300005464 n=488 ra=39.3065 dec=3.1931
"194.222877,11.147617",ok,ok   oid=526206200003442 n=320 ra=194.2229 dec=11.1476
"160.967198,27.105259",skip,skip ra=160.9672 dec=27.1053 (n=54)
"130.050121,56.338096",ok,ok   oid=784209200002589 n=1034 ra=130.0501 dec=56.3381
"6.377535,-6.461071",ok,ok   oid=345214100009687 n=286 ra=6.3775 dec=-6.4611
"239.161767,42.431709",skip,skip ra=239.1618 dec=42.4317 (n=52)
"186.687222,44.301946",ok,ok   oid=755202300014483 n=674 ra=186.6872 dec=44.3019
"341.453849,0.122181",ok,ok   oid=444214300011862 n=443 ra=341.4538 dec=0.1222
"202.288132,9.754777",skip,skip ra=202.2881 dec=9.7548 (n=29)
"245.574990,50.907867",ok,ok   oid=761214100005983 n=1668 ra=245.5750 dec=50.9079
"347.009326,3.182426",ok,ok   oid=496205400003996 n=169 ra=347.0093 dec=3.1824
"175.653593,20.984251",ok,ok   oid=574213300016235 n=560 ra=175.6536 dec=20.9843
"200.351538,5.440799",ok,ok   oid=475210400000697 n=364 ra=200.3515 dec=5.4408
"20.051667,15.465523",ok,ok   oid=553204300006034 n=662 ra=20.0517 dec=15.4655
"238.967554,33.564118",ok,ok   oid=678209400007538 n=1271 ra=238.9676 dec=33.5641
"216.533052,39.472116",ok,ok   oid=719207300001257 n=840 ra=216.5331 dec=39.4721
"240.579019,22.196056",ok,ok   oid=583213200003663 n=934 ra=240.5790 dec=22.1961
"154.627198,25.332028",ok,ok   oid=620205100006132 n=601 ra=154.6272 dec=25.3320
"162.093669,35.683482",ok,ok   oid=669216400023205 n=656 ra=162.0937 dec=35.6835
"227.239197,28.066848",skip,skip ra=227.2392 dec=28.0668 (n=48)
"169.210846,41.352827",ok,ok   oid=713209300000984 n=529 ra=169.2108 dec=41.3528
"14.823296,1.701444",ok,ok   oid=448201200008929 n=446 ra=14.8233 dec=1.7014
"140.199867,50.801228",ok,ok   oid=750214100004596 n=713 ra=140.1999 dec=50.8012
"188.045888,61.112512",ok,ok   oid=820208100014881 n=648 ra=188.0459 dec=61.1125
"168.844474,31.793334",ok,ok   oid=669205400004892 n=613 ra=168.8445 dec=31.7933
"186.956920,40.650399",ok,ok   oid=715209300016027 n=548 ra=186.9569 dec=40.6504
"237.159568,62.449862",ok,ok   oid=823210400005290 n=1263 ra=237.1596 dec=62.4499
"140.189264,48.588456",ok,ok   oid=750210400000911 n=623 ra=140.1893 dec=48.5885
"192.736166,47.048459",ok,ok   oid=756207200004079 n=704 ra=192.7362 dec=47.0485
"235.466040,38.141928",ok,ok   oid=721202200003343 n=1349 ra=235.4660 dec=38.1419
"230.299459,47.094202",ok,ok   oid=760208100004319 n=1153 ra=230.2995 dec=47.0942
"248.006862,9.695824",ok,ok   oid=534204100000700 n=1036 ra=248.0069 dec=9.6958
"128.939392,28.491588",ok,ok   oid=617214300005188 n=590 ra=128.9394 dec=28.4916
"127.485040,19.625020",ok,ok   oid=567209400002145 n=883 ra=127.4850 dec=19.6250
"29.908702,0.444220",ok,ok   oid=400214200007002 n=208 ra=29.9087 dec=0.4442
"30.133868,19.472881",ok,ok   oid=554211400005717 n=827 ra=30.1339 dec=19.4729
"134.915343,30.880592",ok,ok   oid=665202100003291 n=772 ra=134.9153 dec=30.8806
"125.527777,34.801698",skip,skip ra=125.5278 dec=34.8017 (n=61)
"131.939372,29.183185",ok,ok   oid=617213100004730 n=693 ra=131.9394 dec=29.1832
"137.377193,9.172371",ok,ok   oid=518202100004085 n=737 ra=137.3772 dec=9.1724
"349.548419,13.266841",ok,ok   oid=548210100002935 n=570 ra=349.5484 dec=13.2668
"258.327079,31.804732",ok,ok   oid=681207400007308 n=1767 ra=258.3271 dec=31.8047
"226.682540,53.526240",ok,ok   oid=793206400003786 n=1104 ra=226.6825 dec=53.5262
"188.383990,39.686320",ok,ok   oid=716208200008188 n=721 ra=188.3840 dec=39.6863
"165.025084,9.444100",skip,skip ra=165.0251 dec=9.4441 (n=72)
"36.503625,-2.344290",ok,ok   oid=401211400016019 n=335 ra=36.5036 dec=-2.3443
"129.008782,42.132718",ok,ok   oid=709212100001676 n=907 ra=129.0088 dec=42.1327
"252.416391,51.156129",ok,ok   oid=762215100003259 n=2006 ra=252.4164 dec=51.1561
"16.260474,-2.548378",skip,skip ra=16.2605 dec=-2.5484 (n=61)
"150.300353,41.736276",ok,ok   oid=711210200004757 n=806 ra=150.3004 dec=41.7363
"335.778786,2.172671",skip,skip ra=335.7788 dec=2.1727 (n=0)
"318.013862,3.466014",skip,skip ra=318.0139 dec=3.4660 (n=66)
"176.202691,-1.400649",skip,skip ra=176.2027 dec=-1.4006 (n=0)
"16.075126,21.655989",ok,ok   oid=552214300001806 n=534 ra=16.0751 dec=21.6560
"200.054337,42.174158",ok,ok   oid=717211100017076 n=758 ra=200.0543 dec=42.1742
"204.809856,38.669933",skip,skip ra=204.8099 dec=38.6699 (n=107)
"244.022468,11.261899",ok,ok   oid=533206100018493 n=888 ra=244.0225 dec=11.2619
"41.864749,-0.178201",ok,ok   oid=402216400004051 n=425 ra=41.8647 dec=-0.1782
"179.314688,47.052670",ok,ok   oid=754205200003743 n=741 ra=179.3147 dec=47.0527
"225.948152,37.597777",ok,ok   oid=720203400007069 n=1069 ra=225.9482 dec=37.5978
"136.521279,8.523299",ok,ok   oid=518202300002761 n=743 ra=136.5213 dec=8.5233
"4.020006,-0.278393",ok,ok   oid=396213300004812 n=330 ra=4.0200 dec=-0.2784
"144.173351,8.557917",ok,ok   oid=519202400016292 n=392 ra=144.1734 dec=8.5579
"22.137710,34.172562",ok,ok   oid=651211300009670 n=1602 ra=22.1377 dec=34.1726
"7.047287,18.827502",ok,ok   oid=551207200023590 n=686 ra=7.0473 dec=18.8275
"335.161626,6.269509",ok,ok   oid=495212100001119 n=465 ra=335.1616 dec=6.2695
"218.323989,25.871142",ok,ok   oid=629207100001890 n=619 ra=218.3240 dec=25.8711
"198.053608,52.735233",ok,ok   oid=791204100001141 n=756 ra=198.0536 dec=52.7352
"119.616245,31.771886",ok,ok   oid=663206400013570 n=1024 ra=119.6162 dec=31.7719
"177.388976,30.545250",ok,ok   oid=671204100006798 n=834 ra=177.3890 dec=30.5452
"336.594901,11.071600",ok,ok   oid=546205200005943 n=1273 ra=336.5949 dec=11.0716
"212.979339,3.405023",ok,ok   oid=477206300011196 n=435 ra=212.9793 dec=3.4050
"238.174242,32.691896",ok,ok   oid=678205200005429 n=1262 ra=238.1742 dec=32.6919
"220.817103,42.241698",ok,ok   oid=719209200000999 n=959 ra=220.8171 dec=42.2417
"41.471344,-1.850610",ok,ok   oid=402212400001330 n=382 ra=41.4713 dec=-1.8506
"206.071080,-1.953129",ok,ok   oid=425211400002401 n=304 ra=206.0711 dec=-1.9531
"167.226910,47.468270",ok,ok   oid=753206200007290 n=714 ra=167.2269 dec=47.4683
"9.979241,29.819704",ok,ok   oid=601214100008723 n=1174 ra=9.9792 dec=29.8197
"235.497597,26.211759",skip,skip ra=235.4976 dec=26.2118 (n=56)
"164.383623,6.393081",skip,skip ra=164.3836 dec=6.3931 (n=55)
"351.230306,27.275226",ok,ok   oid=647212100006899 n=1287 ra=351.2303 dec=27.2752
"184.270070,4.729525",skip,skip ra=184.2701 dec=4.7295 (n=25)
"35.698035,-5.495510",skip,skip ra=35.6980 dec=-5.4955 (n=65)
"136.216326,28.945478",ok,ok   oid=618214300000715 n=146 ra=136.2163 dec=28.9455
"130.270105,9.850155",skip,skip ra=130.2701 dec=9.8502 (n=66)
"333.524332,18.531192",ok,ok   oid=596206100004055 n=1275 ra=333.5243 dec=18.5312
"261.600205,38.288527",ok,ok   oid=724202200003017 n=1972 ra=261.6002 dec=38.2885
"147.094148,-1.433765",ok,ok   oid=417212100005048 n=415 ra=147.0941 dec=-1.4338
"173.615875,41.789467",ok,ok   oid=714211200005890 n=765 ra=173.6159 dec=41.7895
"239.984107,18.912351",skip,skip ra=239.9841 dec=18.9124 (n=52)
"157.139465,2.136034",ok,ok   oid=469203100003273 n=137 ra=157.1395 dec=2.1360
"129.664942,21.196024",ok,ok   oid=568215300005378 n=744 ra=129.6649 dec=21.1960
"180.069376,3.823962",ok,ok   oid=472206100004962 n=327 ra=180.0694 dec=3.8240
"154.281699,6.815930",ok,ok   oid=468213400004346 n=833 ra=154.2817 dec=6.8159
"41.482625,-8.673803",ok,ok   oid=350210100014366 n=770 ra=41.4826 dec=-8.6738
"153.080873,43.674028",ok,ok   oid=712216200003015 n=817 ra=153.0809 dec=43.6740
"346.464407,34.506804",ok,ok   oid=692210100018277 n=1138 ra=346.4644 dec=34.5068
"351.773089,28.680922",ok,ok   oid=647215300003668 n=1336 ra=351.7731 dec=28.6809
"259.432721,36.438409",ok,ok   oid=681214200008811 n=1803 ra=259.4327 dec=36.4384
"251.795354,31.344535",skip,skip ra=251.7954 dec=31.3445 (n=53)
"20.106032,14.457735",ok,ok   oid=502216400001315 n=630 ra=20.1060 dec=14.4577
"28.601188,21.009102",ok,ok   oid=554215300008261 n=825 ra=28.6012 dec=21.0091
"249.477193,0.547475",ok,ok   oid=431214200008433 n=549 ra=249.4772 dec=0.5475
"241.065381,47.381005",skip,skip ra=241.0654 dec=47.3810 (n=55)
"335.255708,2.717667",skip,skip ra=335.2557 dec=2.7177 (n=54)
"354.280805,15.725818",ok,ok   oid=599202300003486 n=778 ra=354.2808 dec=15.7258
"220.274916,7.073232",ok,ok   oid=478214300012516 n=417 ra=220.2749 dec=7.0732
"208.234161,58.700736",ok,ok   oid=821202300004093 n=618 ra=208.2342 dec=58.7007
"27.514492,5.371523",ok,ok   oid=450210400001202 n=530 ra=27.5145 dec=5.3715
"350.292001,24.678096",ok,ok   oid=647208300005164 n=1199 ra=350.2920 dec=24.6781
"120.001212,33.669346",ok,ok   oid=663209300005517 n=786 ra=120.0012 dec=33.6693
"3.680640,29.564484",ok,ok   oid=600213200011403 n=984 ra=3.6806 dec=29.5645
"351.079566,20.939832",ok,ok   oid=1644208400017807 n=124 ra=351.0796 dec=20.9398
"333.983313,1.024195",ok,ok   oid=443214200000547 n=591 ra=333.9833 dec=1.0242
"32.334997,-0.053876",ok,ok   oid=400213300002519 n=394 ra=32.3350 dec=-0.0539
"221.304073,7.517498",ok,ok   oid=478214100007410 n=481 ra=221.3041 dec=7.5175
"337.046630,21.877997",ok,ok   oid=597216100009843 n=1476 ra=337.0466 dec=21.8780
"232.002553,18.450444",ok,ok   oid=582206100003591 n=751 ra=232.0026 dec=18.4504
"139.068630,18.886116",skip,skip ra=139.0686 dec=18.8861 (n=67)
"216.764406,57.934219",ok,ok   oid=792214100005554 n=1249 ra=216.7644 dec=57.9342
"129.822324,38.449298",ok,ok   oid=709203200000510 n=1114 ra=129.8223 dec=38.4493
"224.170774,-2.305384",ok,ok   oid=427209400005859 n=533 ra=224.1708 dec=-2.3054
"162.404431,26.732332",ok,ok   oid=621209400002947 n=629 ra=162.4044 dec=26.7323
"161.198767,15.485843",ok,ok   oid=572201300021764 n=264 ra=161.1988 dec=15.4858
"19.114877,8.695913",ok,ok   oid=502204300009308 n=654 ra=19.1149 dec=8.6959
"163.358525,18.700926",ok,ok   oid=573208100001260 n=202 ra=163.3585 dec=18.7009
"182.490798,34.580767",ok,ok   oid=671210100013927 n=744 ra=182.4908 dec=34.5808
"176.686893,31.509995",ok,ok   oid=671208300007313 n=903 ra=176.6869 dec=31.5100
"4.116637,-2.856876",ok,ok   oid=396205200015579 n=347 ra=4.1166 dec=-2.8569
"242.672809,4.484915",skip,skip ra=242.6728 dec=4.4849 (n=25)
"225.953917,57.392344",ok,ok   oid=793214300003446 n=1089 ra=225.9539 dec=57.3923
"196.134038,5.504235",ok,ok   oid=475212300006590 n=250 ra=196.1340 dec=5.5042
"170.217275,1.202716",ok,ok   oid=471203300004559 n=275 ra=170.2173 dec=1.2027
"343.517346,-8.194175",ok,ok   oid=393211100001657 n=440 ra=343.5173 dec=-8.1942
"164.216459,3.460400",ok,ok   oid=470207400007248 n=263 ra=164.2165 dec=3.4604
"358.582338,-2.686341",skip,skip ra=358.5823 dec=-2.6863 (n=60)
"199.261747,10.001617",ok,ok   oid=527207300007199 n=403 ra=199.2617 dec=10.0016
"151.224758,51.985186",ok,ok   oid=786201300000474 n=1091 ra=151.2248 dec=51.9852
"12.099327,29.139098",ok,ok   oid=601213100013811 n=1196 ra=12.0993 dec=29.1391
"172.601165,32.796798",skip,skip ra=172.6012 dec=32.7968 (n=18)
"177.134885,7.823184",ok,ok   oid=472215200003370 n=274 ra=177.1349 dec=7.8232
"122.508579,26.061264",ok,ok   oid=1612213100009022 n=126 ra=122.5086 dec=26.0613
"345.601484,25.379240",ok,ok   oid=646207100007075 n=1444 ra=345.6015 dec=25.3792
"342.040636,23.433079",ok,ok   oid=645201100007621 n=1535 ra=342.0406 dec=23.4331
"335.220962,19.304957",skip,skip ra=335.2210 dec=19.3050 (n=46)
"178.886605,39.643872",ok,ok   oid=714205100006076 n=722 ra=178.8866 dec=39.6439
"166.837748,54.306149",ok,ok   oid=788207200003833 n=745 ra=166.8377 dec=54.3061
"200.907423,16.460254",ok,ok   oid=578203100007409 n=691 ra=200.9074 dec=16.4603
"227.303751,40.251646",ok,ok   oid=720206200023373 n=1108 ra=227.3038 dec=40.2516
"161.601081,14.502534",ok,ok   oid=522216300007449 n=458 ra=161.6011 dec=14.5025
"11.826429,2.096217",ok,ok   oid=448203100004839 n=374 ra=11.8264 dec=2.0962
"153.947170,41.718601",ok,ok   oid=712212200012465 n=759 ra=153.9472 dec=41.7186
"202.294429,-0.316849",ok,ok   oid=424213400004234 n=294 ra=202.2944 dec=-0.3168
"25.320655,9.289894",ok,ok   oid=502201200014286 n=619 ra=25.3207 dec=9.2899
"123.344107,17.277394",ok,ok   oid=567207400007716 n=1061 ra=123.3441 dec=17.2774
"209.017867,47.182990",ok,ok   oid=757205100003357 n=773 ra=209.0179 dec=47.1830
"340.780383,24.748071",ok,ok   oid=645205300014327 n=1553 ra=340.7804 dec=24.7481
"226.081581,36.998743",ok,ok   oid=677215200000686 n=1192 ra=226.0816 dec=36.9987
"259.918331,35.543497",ok,ok   oid=681214300009156 n=1695 ra=259.9183 dec=35.5435
"22.031411,11.330684",ok,ok   oid=502207100003439 n=526 ra=22.0314 dec=11.3307
"142.083554,56.482544",ok,ok   oid=785209100001110 n=986 ra=142.0836 dec=56.4825
"199.842388,49.123138",ok,ok   oid=756209100003441 n=896 ra=199.8424 dec=49.1231
"321.491685,0.275711",ok,ok   oid=441213200010144 n=189 ra=321.4917 dec=0.2757
"318.664647,10.391680",ok,ok   oid=544207300007357 n=1182 ra=318.6646 dec=10.3917
"191.720280,28.826361",ok,ok   oid=625213400001574 n=472 ra=191.7203 dec=28.8264
"160.668876,8.972443",ok,ok   oid=521201100008340 n=401 ra=160.6689 dec=8.9724
"342.581092,7.602212",ok,ok   oid=496215200006595 n=485 ra=342.5811 dec=7.6022
"129.912225,52.967248",skip,skip ra=129.9122 dec=52.9672 (n=68)
"123.114449,34.520133",ok,ok   oid=664212100014669 n=755 ra=123.1144 dec=34.5201
"234.326720,46.216591",ok,ok   oid=760206300005970 n=1232 ra=234.3267 dec=46.2166
"12.627291,-2.028973",ok,ok   oid=398212300003026 n=389 ra=12.6273 dec=-2.0290
"215.679273,44.289287",ok,ok   oid=758202300003985 n=1168 ra=215.6793 dec=44.2893
"189.846302,21.651378",ok,ok   oid=576213300008579 n=577 ra=189.8463 dec=21.6514
"227.942495,10.008637",ok,ok   oid=531207300007833 n=799 ra=227.9425 dec=10.0086
"359.033740,-2.016721",ok,ok   oid=396212400002974 n=180 ra=359.0337 dec=-2.0167
"168.550018,40.566101",skip,skip ra=168.5500 dec=40.5661 (n=42)
"311.622843,-6.877953",skip,skip ra=311.6228 dec=-6.8780 (n=80)
"14.205547,16.156941",ok,ok   oid=552203200007083 n=557 ra=14.2055 dec=16.1569
"190.498833,7.601356",ok,ok   oid=474215200005074 n=317 ra=190.4988 dec=7.6014
"148.851006,4.836902",ok,ok   oid=468212400005970 n=683 ra=148.8510 dec=4.8369
"42.508346,-1.532230",ok,ok   oid=402211200015462 n=383 ra=42.5083 dec=-1.5322
"248.614284,52.162814",ok,ok   oid=795202100006958 n=1642 ra=248.6143 dec=52.1628
"208.878967,57.844310",ok,ok   oid=792216100005850 n=1048 ra=208.8790 dec=57.8443
"19.447242,20.881719",skip,skip ra=19.4472 dec=20.8817 (n=109)
"253.690373,44.432409",ok,ok   oid=762202300005329 n=569 ra=253.6904 dec=44.4324
"145.325340,48.439705",ok,ok   oid=751211300002091 n=1158 ra=145.3253 dec=48.4397
"232.356876,37.703321",ok,ok   oid=721204100013740 n=1342 ra=232.3569 dec=37.7033
"160.040774,34.035706",ok,ok   oid=668209300001586 n=718 ra=160.0408 dec=34.0357
